Cum GPA,TEAS Count,MaxOfTestScore,failing grade count,Time to Test (days),Completion Time (days),PrecEducDesc,Grade,GradePass,HighSchool,Assoc,Bach,Masters
3.28,1.0,81.3,0,53.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,1.0,71.3,0,66.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,4.0,68.7,1,312.34,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,1.0,71.3,0,68.57,578.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.71,1.0,81.3,0,45.33,578.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,3.0,68.0,0,49.53,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.81,1.0,74.7,0,48.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.3,1.0,83.3,0,81.35,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,2.0,65.3,0,109.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,4.0,66.7,0,52.56,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.31,1.0,89.3,0,52.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,72.0,0,43.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.78,1.0,77.3,0,59.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.14,2.0,64.0,1,105.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,78.0,0,122.57,578.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,2.0,69.3,0,47.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,4.0,69.3,0,67.33,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,2.0,67.3,0,67.51,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.72,1.0,78.0,0,111.35,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,1.0,81.3,0,94.5,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,2.0,76.0,0,-3.43,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,3.0,70.7,0,81.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.98,2.0,80.7,1,140.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.4,1.0,88.0,0,48.31,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.36,1.0,72.0,1,343.32,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.6,1.0,68.0,0,88.32,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,87.3,0,60.57,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.17,1.0,70.7,0,90.51,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,75.3,0,59.58,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,86.7,0,71.64,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.55,1.0,90.0,0,53.35,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.72,1.0,82.0,0,33.53,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,2.0,76.0,0,81.33,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.12,2.0,64.7,0,88.55,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.16,1.0,73.3,0,62.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,2.0,67.3,0,127.0,717.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.29,1.0,81.3,0,103.0,591.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.22,1.0,70.0,0,81.46,578.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,85.3,0,47.57,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,2.0,70.7,0,80.32,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.22,3.0,72.7,0,124.4,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.43,1.0,79.3,0,59.56,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,1.0,79.3,0,59.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,1.0,84.0,0,125.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,78.0,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,1.0,76.7,2,192.0,955.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.05,1.0,75.3,0,73.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.86,1.0,85.3,0,48.5,717.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,70.0,0,200.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.62,1.0,73.3,0,56.55,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,2.0,88.7,0,117.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.69,1.0,82.7,0,54.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,82.7,0,32.34,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.48,1.0,72.0,1,96.0,830.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.91,1.0,74.0,0,73.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.62,1.0,74.0,2,68.33,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.59,1.0,75.3,0,48.34,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,68.7,0,53.5,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,71.3,0,62.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,84.0,0,62.58,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.66,1.0,69.3,2,48.47,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,1.0,69.3,0,132.33,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.86,1.0,82.7,0,46.48,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,1.0,72.0,0,48.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.97,1.0,72.0,0,55.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,75.3,0,45.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.59,3.0,73.3,0,53.32,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,69.3,0,55.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,2.0,86.7,0,68.58,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.86,1.0,76.0,0,90.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,74.7,0,59.56,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,78.7,1,104.57,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,2.0,64.0,0,161.34,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,1.0,69.3,0,180.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,70.7,0,117.57,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.59,2.0,72.7,0,59.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,84.0,0,102.59,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.0,2.0,66.0,0,108.0,717.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.43,1.0,72.7,0,73.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,1.0,74.7,0,1084.0,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.17,2.0,74.7,0,59.56,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,88.0,0,69.59,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.9,1.0,79.3,1,75.0,717.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.52,1.0,76.7,0,39.46,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,95.3,0,74.34,465.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.81,1.0,76.7,0,52.33,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.85,1.0,86.7,1,124.58,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.12,1.0,72.0,0,105.56,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,3.0,71.3,1,138.57,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.19,1.0,70.7,0,58.33,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.29,1.0,82.7,0,175.32,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.97,1.0,71.3,0,84.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.55,2.0,71.3,0,99.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,2.0,70.0,0,228.0,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,72.0,2,244.0,704.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.91,1.0,94.0,0,59.59,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,88.7,0,35.49,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,3.0,69.3,0,56.0,717.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.1,2.0,82.0,0,92.37,585.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.38,1.0,70.0,0,236.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,2.0,70.7,0,77.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.5,2.0,73.3,0,71.64,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.62,2.0,70.7,0,45.33,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.53,1.0,84.7,1,146.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,75.3,0,53.56,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,82.7,0,50.32,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.55,1.0,67.3,0,404.0,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.41,1.0,83.3,1,68.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,2.0,66.7,0,47.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.91,1.0,92.7,1,61.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,83.3,0,158.54,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,76.7,0,49.33,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,85.3,0,101.0,586.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.79,2.0,71.3,0,41.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.38,1.0,80.7,0,118.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.38,1.0,69.3,0,82.41,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.86,1.0,73.3,0,206.0,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.5,1.0,74.7,0,81.57,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,1.0,74.7,0,77.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,1.0,71.3,0,139.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,2.0,68.7,1,298.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.41,1.0,83.3,0,94.55,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.19,1.0,72.7,1,142.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.64,1.0,86.7,0,42.52,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,68.7,0,98.54,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.72,1.0,82.7,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,1.0,76.0,1,87.0,600.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,85.3,0,64.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.74,1.0,86.0,0,118.35,465.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.88,1.0,87.3,0,56.5,717.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.91,1.0,72.0,0,68.55,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,1.0,70.7,0,84.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,1.0,71.3,1,186.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,1.0,76.0,0,92.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,2.0,76.0,0,95.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.58,1.0,79.3,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,70.7,0,81.33,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,84.0,0,49.33,465.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.67,2.0,67.3,1,206.33,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,69.3,0,273.0,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,79.3,0,68.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.79,1.0,77.3,0,49.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,71.3,0,62.59,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,80.0,0,39.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,79.3,0,64.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,2.0,69.3,0,118.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.16,1.0,95.3,1,87.32,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,1.0,76.0,0,109.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.36,1.0,75.3,0,83.58,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,2.0,68.0,1,241.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,1.0,78.0,0,106.34,465.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,74.0,0,46.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.71,2.0,70.7,0,52.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,1.0,76.0,0,47.33,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.86,2.0,66.7,0,64.41,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.67,1.0,68.0,0,57.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,75.3,0,125.0,711.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,76.0,0,221.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.69,1.0,70.7,0,46.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,78.0,0,40.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,2.0,82.7,0,73.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,72.7,0,82.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.45,1.0,71.3,0,70.65,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,1.0,80.0,0,53.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,76.7,0,77.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.88,1.0,87.3,0,52.57,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.14,2.0,77.3,0,67.48,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.91,1.0,73.3,0,60.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.48,1.0,70.0,0,59.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.86,1.0,82.7,0,52.34,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,86.7,0,97.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,78.7,0,59.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,4.0,70.7,0,80.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,67.3,0,46.32,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,76.7,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,2.0,72.7,1,196.34,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.31,3.0,67.3,1,158.0,830.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.0,2.0,76.0,0,59.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.67,2.0,74.0,0,52.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,76.7,0,38.33,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.95,2.0,80.0,0,84.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,2.0,78.0,0,87.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,1.0,80.0,0,115.33,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.4,3.0,68.0,0,69.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,70.0,0,67.07,711.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.69,1.0,90.0,0,54.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,1.0,76.0,0,109.0,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.55,3.0,72.7,0,83.0,824.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.55,1.0,76.7,0,74.51,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.74,1.0,92.0,0,21.32,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.78,1.0,68.7,0,71.63,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.6,1.0,84.7,0,95.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.88,1.0,88.7,0,53.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,86.7,0,94.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,73.3,0,98.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.59,2.0,72.7,1,215.47,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.65,1.0,78.0,0,46.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,80.0,0,82.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.97,1.0,94.7,0,71.62,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.71,1.0,71.3,0,77.08,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.6,2.0,78.0,1,103.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,68.7,0,71.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,1.0,73.3,0,68.06,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.88,1.0,70.0,0,103.35,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,82.7,0,52.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.14,1.0,70.0,0,52.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,68.0,0,79.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,78.7,0,117.0,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,2.0,68.7,0,104.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,3.0,68.7,0,70.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.76,1.0,80.0,0,52.58,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,1.0,77.3,0,46.33,592.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,2.0,67.3,0,138.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.97,1.0,68.0,0,48.0,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.6,1.0,79.3,0,68.52,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,1.0,74.7,0,106.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.66,1.0,75.3,0,45.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,76.7,0,165.58,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,69.3,0,54.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.17,1.0,74.7,0,115.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.29,1.0,72.0,0,87.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,74.7,0,45.34,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.5,2.0,85.3,0,27.51,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,2.0,76.0,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,69.3,0,71.65,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.55,1.0,85.3,0,90.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,78.7,0,59.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,80.7,0,41.45,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.62,2.0,70.7,0,104.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,74.7,0,341.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.62,1.0,82.7,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.38,1.0,84.0,0,46.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,66.0,0,124.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,70.7,2,73.0,712.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,88.0,0,53.34,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.83,1.0,90.0,0,103.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,80.7,0,69.46,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,2.0,70.0,0,45.33,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,2.0,68.0,0,59.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,86.0,0,67.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,77.3,0,109.0,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,1.0,68.0,1,67.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,3.0,70.0,0,68.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.59,1.0,70.0,0,53.33,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,76.7,0,110.56,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,3.0,70.0,0,99.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,72.0,0,80.32,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.09,1.0,77.3,0,62.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,86.7,0,39.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
