ID,Cum GPA,TEAS Count,MaxOfTestScore,PrecEducDesc,failing grade count,DateStart,GradDate,Test Delivery Date,Time to Test (days),Completion Time (days),Grade,Qtr,Year
443,3.72,,,High School/GED/Some College,0,5/16/2016,8/25/2017,10/4/2017,40.32,466.00,Pass,2017-4,2017
444,3.71,1,70,High School/GED/Some College,0,9/10/2018,12/21/2019,6/16/2020,178.00,467.00,Fail,2020-2,2020
445,3.28,1,81.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/12/2018,53.34,466.00,Pass,2018-2,2018
446,3.28,1,71.3,High School/GED/Some College,0,5/16/2016,8/25/2017,10/30/2017,66.34,466.00,Pass,2017-4,2017
447,2.79,4,68.7,High School/GED/Some College,1,9/6/2016,4/20/2018,2/26/2019,312.34,591.00,Fail,2019-1,2019
448,3.47,1,71.3,High School/GED/Some College,0,5/16/2016,12/15/2017,2/21/2018,68.57,578.00,Pass,2018-1,2018
449,3.71,1,81.3,High School/GED/Some College,0,5/16/2016,12/15/2017,1/29/2018,45.33,578.00,Pass,2018-1,2018
450,3.36,3,68,High School/GED/Some College,0,9/6/2016,4/20/2018,6/8/2018,49.53,591.00,Pass,2018-2,2018
451,3.81,1,74.7,High School/GED/Some College,0,5/16/2016,8/25/2017,10/12/2017,48.33,466.00,Pass,2017-4,2017
452,3.3,1,83.3,High School/GED/Some College,0,5/16/2016,8/25/2017,11/14/2017,81.35,466.00,Pass,2017-4,2017
453,3.47,2,65.3,High School/GED/Some College,0,9/6/2016,4/20/2018,8/7/2018,109.00,591.00,Pass,2018-3,2018
454,2.95,4,66.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.56,591.00,Fail,2019-2,2019
455,3.31,1,89.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.32,466.00,Pass,2018-2,2018
456,3.43,1,72,High School/GED/Some College,0,5/16/2016,8/25/2017,10/7/2017,43.33,466.00,Pass,2017-4,2017
457,3.78,1,77.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.33,465.00,Pass,2018-1,2018
458,3.14,2,64,High School/GED/Some College,1,9/6/2016,4/20/2018,8/3/2018,105.00,591.00,Fail,2018-3,2018
459,3.33,1,78,High School/GED/Some College,0,5/16/2016,12/15/2017,4/16/2018,122.57,578.00,Pass,2018-2,2018
460,2.93,2,69.3,High School/GED/Some College,0,9/5/2017,4/19/2019,6/5/2019,47.00,591.00,Pass,2019-2,2019
461,3.17,4,69.3,High School/GED/Some College,0,9/6/2016,4/20/2018,6/26/2018,67.33,591.00,Pass,2018-2,2018
462,3.33,2,67.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/20/2018,67.51,465.00,Pass,2018-1,2018
463,3.72,1,78,High School/GED/Some College,0,9/6/2016,12/15/2017,4/5/2018,111.35,465.00,Pass,2018-2,2018
464,2.83,1,81.3,High School/GED/Some College,0,9/6/2016,12/15/2017,3/19/2018,94.50,465.00,Pass,2018-1,2018
465,3.05,2,76,High School/GED/Some College,0,9/6/2016,4/20/2018,4/16/2018,-3.43,591.00,Pass,2018-2,2018
466,3.28,3,70.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/10/2018,81.00,466.00,Fail,2018-3,2018
467,2.98,2,80.7,High School/GED/Some College,1,9/5/2017,4/19/2019,9/6/2019,140.00,591.00,Fail,2019-3,2019
468,3.4,1,88,High School/GED/Some College,0,9/6/2016,12/15/2017,2/1/2018,48.31,465.00,Pass,2018-1,2018
469,2.36,1,72,High School/GED/Some College,1,9/6/2016,4/20/2018,3/29/2019,343.32,591.00,Pass,2019-1,2019
470,3.6,1,68,High School/GED/Some College,0,9/6/2016,12/15/2017,3/13/2018,88.32,465.00,Pass,2018-1,2018
471,3.57,1,87.3,Bachelors,0,5/16/2016,8/25/2017,10/24/2017,60.57,466.00,Pass,2017-4,2017
472,3.17,1,70.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/15/2018,90.51,465.00,Pass,2018-1,2018
473,3.31,1,75.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.58,465.00,Pass,2018-1,2018
474,3.4,,,Bachelors,0,9/6/2016,4/20/2018,5/24/2018,34.33,591.00,Pass,2018-2,2018
475,3.43,1,86.7,High School/GED/Some College,0,9/6/2016,4/20/2018,6/30/2018,71.64,591.00,Pass,2018-2,2018
476,3.55,1,90,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.35,465.00,Pass,2018-1,2018
477,3.72,1,82,High School/GED/Some College,0,5/16/2016,8/25/2017,9/27/2017,33.53,466.00,Pass,2017-3,2017
478,2.91,2,76,High School/GED/Some College,0,9/6/2016,12/15/2017,3/6/2018,81.33,465.00,Fail,2018-1,2018
479,3.12,2,64.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/13/2018,88.55,465.00,Fail,2018-1,2018
480,3.66,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/3/2018,50.32,465.00,Pass,2018-1,2018
481,3.83,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.32,465.00,Pass,2018-1,2018
482,3.16,1,73.3,High School/GED/Some College,0,5/16/2016,8/25/2017,10/26/2017,62.33,466.00,Pass,2017-4,2017
483,3.22,2,67.3,High School/GED/Some College,0,9/6/2016,8/24/2018,12/29/2018,127.00,717.00,Fail,2018-4,2018
484,3.29,1,81.3,Bachelors,0,9/6/2016,4/20/2018,8/1/2018,103.00,591.00,Pass,2018-3,2018
485,3.22,1,70,High School/GED/Some College,0,5/16/2016,12/15/2017,3/6/2018,81.46,578.00,Pass,2018-1,2018
486,3.1,,,Bachelors,0,9/10/2018,12/21/2019,3/3/2020,73.00,467.00,Pass,2020-1,2020
487,3.91,1,85.3,High School/GED/Some College,0,9/6/2016,12/15/2017,1/31/2018,47.57,465.00,Pass,2018-1,2018
488,3.02,2,70.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/9/2018,80.32,466.00,Fail,2018-3,2018
489,3.22,3,72.7,High School/GED/Some College,0,9/6/2016,12/15/2017,4/18/2018,124.40,465.00,Fail,2018-2,2018
490,3.43,1,79.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.56,465.00,Pass,2018-1,2018
491,3.36,1,79.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.34,465.00,Pass,2018-1,2018
492,3.28,1,84,High School/GED/Some College,0,9/6/2016,12/15/2017,4/19/2018,125.34,465.00,Pass,2018-2,2018
493,3.33,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
494,2.64,1,76.7,High School/GED/Some College,2,9/6/2016,4/19/2019,10/28/2019,192.00,955.00,Fail,2019-4,2019
495,3.05,1,75.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/26/2018,73.33,465.00,Pass,2018-1,2018
496,2.9,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/21/2018,68.43,465.00,Pass,2018-1,2018
497,3.86,1,85.3,High School/GED/Some College,0,9/6/2016,8/24/2018,10/11/2018,48.50,717.00,Pass,2018-4,2018
498,3.1,1,70,High School/GED/Some College,0,9/6/2016,4/20/2018,11/6/2018,200.00,591.00,Pass,2018-4,2018
499,3.62,1,73.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/15/2018,56.55,466.00,Pass,2018-2,2018
500,2.95,2,88.7,High School/GED/Some College,0,1/9/2017,8/24/2018,12/19/2018,117.00,592.00,Fail,2018-4,2018
501,3.69,1,82.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/10/2019,54.00,586.00,Pass,2019-4,2019
502,3.26,1,82.7,High School/GED/Some College,0,9/6/2016,4/20/2018,5/22/2018,32.34,591.00,Pass,2018-2,2018
503,2.48,1,72,High School/GED/Some College,1,1/9/2017,4/19/2019,7/24/2019,96.00,830.00,Fail,2019-3,2019
504,3.91,1,74,High School/GED/Some College,0,9/6/2016,12/15/2017,2/26/2018,73.33,465.00,Pass,2018-1,2018
505,3.48,,,High School/GED/Some College,0,9/6/2016,12/15/2017,4/6/2018,112.34,465.00,Pass,2018-2,2018
506,2.62,1,74,High School/GED/Some College,2,1/9/2017,12/21/2018,2/27/2019,68.33,711.00,Fail,2019-1,2019
507,3.59,1,75.3,High School/GED/Some College,0,9/6/2016,4/20/2018,6/7/2018,48.34,591.00,Pass,2018-2,2018
508,3.34,1,68.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.50,465.00,Pass,2018-1,2018
509,3.07,1,71.3,High School/GED/Some College,0,5/14/2018,8/17/2019,10/18/2019,62.00,460.00,Pass,2019-4,2019
510,4,1,84,High School/GED/Some College,0,9/6/2016,12/15/2017,2/15/2018,62.58,465.00,Pass,2018-1,2018
511,2.66,1,69.3,High School/GED/Some College,2,1/9/2017,12/21/2018,2/7/2019,48.47,711.00,Fail,2019-1,2019
512,2.93,1,69.3,High School/GED/Some College,0,9/6/2016,12/15/2017,4/26/2018,132.33,465.00,Fail,2018-2,2018
513,3.86,1,82.7,High School/GED/Some College,0,9/6/2016,12/15/2017,1/30/2018,46.48,465.00,Pass,2018-1,2018
514,3.02,1,72,High School/GED/Some College,0,5/15/2017,8/24/2018,10/11/2018,48.00,466.00,Fail,2018-4,2018
515,2.97,1,72,High School/GED/Some College,0,1/9/2017,4/20/2018,6/14/2018,55.57,466.00,Pass,2018-2,2018
516,3.4,1,75.3,High School/GED/Some College,0,9/6/2016,12/15/2017,1/29/2018,45.34,465.00,Pass,2018-1,2018
517,2.59,3,73.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.32,472.00,Pass,2019-1,2019
518,3.21,1,69.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/8/2018,55.33,465.00,Pass,2018-1,2018
519,2.95,2,86.7,High School/GED/Some College,0,9/6/2016,4/20/2018,6/27/2018,68.58,591.00,Fail,2018-2,2018
520,2.86,1,76,High School/GED/Some College,0,9/6/2016,4/20/2018,7/19/2018,90.00,591.00,Pass,2018-3,2018
521,3.26,1,74.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/18/2018,59.56,466.00,Pass,2018-2,2018
522,3.03,1,78.7,High School/GED/Some College,1,9/5/2017,4/19/2019,8/1/2019,104.57,591.00,Pass,2019-3,2019
523,2.91,2,64,High School/GED/Some College,0,9/6/2016,12/15/2017,5/25/2018,161.34,465.00,Fail,2018-2,2018
524,2.93,1,69.3,High School/GED/Some College,0,9/6/2016,12/15/2017,6/13/2018,180.34,465.00,Pass,2018-2,2018
525,3.21,1,70.7,High School/GED/Some College,0,9/6/2016,12/15/2017,4/11/2018,117.57,465.00,Pass,2018-2,2018
526,3.59,2,72.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/18/2018,59.34,466.00,Pass,2018-2,2018
527,3,1,84,High School/GED/Some College,0,9/6/2016,12/15/2017,3/27/2018,102.59,465.00,Fail,2018-1,2018
528,3,2,66,High School/GED/Some College,0,9/6/2016,8/24/2018,12/10/2018,108.00,717.00,Fail,2018-4,2018
529,3.43,1,72.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/2/2018,73.00,466.00,Pass,2018-3,2018
530,2.64,1,74.7,High School/GED/Some College,0,9/6/2016,12/15/2017,12/3/2020,1084.00,465.00,Fail,2020-4,2020
531,3.17,2,74.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.56,465.00,Pass,2018-1,2018
532,3.57,1,88,High School/GED/Some College,0,9/6/2016,4/20/2018,6/28/2018,69.59,591.00,Pass,2018-2,2018
533,2.9,1,79.3,High School/GED/Some College,1,9/6/2016,8/24/2018,11/7/2018,75.00,717.00,Fail,2018-4,2018
534,3.52,1,76.7,High School/GED/Some College,0,9/6/2016,4/20/2018,5/29/2018,39.46,591.00,Pass,2018-2,2018
535,3.31,1,95.3,Bachelors,0,9/6/2016,12/15/2017,2/27/2018,74.34,465.00,Pass,2018-1,2018
536,2.51,,,High School/GED/Some College,2,5/14/2018,12/21/2019,3/10/2020,80.56,586.00,Fail,2020-1,2020
537,2.81,1,76.7,Bachelors,0,1/9/2017,4/20/2018,6/11/2018,52.33,466.00,Pass,2018-2,2018
538,2.85,1,86.7,High School/GED/Some College,1,9/6/2016,4/20/2018,8/22/2018,124.58,591.00,Fail,2018-3,2018
539,3.12,1,72,High School/GED/Some College,0,9/6/2016,12/15/2017,3/30/2018,105.56,465.00,Pass,2018-1,2018
540,2.6,3,71.3,High School/GED/Some College,1,9/5/2017,4/19/2019,9/4/2019,138.57,591.00,Pass,2019-3,2019
541,3.19,1,70.7,Bachelors,0,1/7/2019,8/29/2020,10/26/2020,58.33,600.00,Pass,2020-4,2020
542,3.29,1,82.7,High School/GED/Some College,0,9/6/2016,12/15/2017,6/8/2018,175.32,465.00,Pass,2018-2,2018
543,2.97,1,71.3,High School/GED/Some College,0,1/9/2017,4/20/2018,7/13/2018,84.00,466.00,Fail,2018-3,2018
544,2.55,2,71.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/27/2019,99.00,466.00,Pass,2019-3,2019
545,3.09,2,70,High School/GED/Some College,0,9/6/2016,12/15/2017,7/31/2018,228.00,465.00,Pass,2018-3,2018
546,2.93,1,72,High School/GED/Some College,2,5/15/2017,4/19/2019,12/19/2019,244.00,704.00,Fail,2019-4,2019
547,3.91,1,94,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.59,465.00,Pass,2018-1,2018
548,3.57,1,88.7,High School/GED/Some College,0,9/6/2016,4/20/2018,5/25/2018,35.49,591.00,Pass,2018-2,2018
549,3.02,3,69.3,High School/GED/Some College,0,9/6/2016,8/24/2018,10/19/2018,56.00,717.00,Fail,2018-4,2018
550,3.1,2,82,High School/GED/Some College,0,5/15/2017,12/21/2018,3/23/2019,92.37,585.00,Fail,2019-1,2019
551,3.38,1,70,High School/GED/Some College,0,9/6/2016,4/20/2018,12/12/2018,236.00,591.00,Pass,2018-4,2018
552,3.36,2,70.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/9/2018,77.00,592.00,Fail,2018-4,2018
553,3.5,2,73.3,High School/GED/Some College,0,9/6/2016,4/20/2018,6/30/2018,71.64,591.00,Pass,2018-2,2018
554,2.62,2,70.7,High School/GED/Some College,0,9/6/2016,4/20/2018,6/4/2018,45.33,591.00,Pass,2018-2,2018
555,2.53,1,84.7,High School/GED/Some College,1,9/6/2016,4/20/2018,9/13/2018,146.00,591.00,Pass,2018-3,2018
556,3.29,1,75.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.56,465.00,Pass,2018-1,2018
557,3.43,1,82.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/3/2018,50.32,465.00,Pass,2018-1,2018
558,2.55,1,67.3,High School/GED/Some College,0,9/5/2017,8/17/2019,9/24/2020,404.00,711.00,Fail,2020-3,2020
559,3.41,1,83.3,High School/GED/Some College,1,9/6/2016,12/15/2017,2/21/2018,68.33,465.00,Pass,2018-1,2018
560,3,2,66.7,High School/GED/Some College,0,9/10/2018,12/21/2019,2/6/2020,47.00,467.00,Fail,2020-1,2020
561,3.91,1,92.7,High School/GED/Some College,1,1/9/2017,4/20/2018,6/20/2018,61.34,466.00,Pass,2018-2,2018
562,3.21,1,83.3,High School/GED/Some College,0,9/6/2016,12/15/2017,5/22/2018,158.54,465.00,Pass,2018-2,2018
563,3.43,1,76.7,High School/GED/Some College,0,9/6/2016,4/20/2018,6/8/2018,49.33,591.00,Pass,2018-2,2018
564,3.31,1,85.3,Bachelors,0,1/8/2018,8/17/2019,11/26/2019,101.00,586.00,Pass,2019-4,2019
565,2.79,2,71.3,High School/GED/Some College,0,5/14/2018,8/17/2019,9/27/2019,41.00,460.00,Fail,2019-3,2019
566,3.38,1,80.7,High School/GED/Some College,0,9/6/2016,12/15/2017,4/12/2018,118.33,465.00,Pass,2018-2,2018
567,3.38,1,69.3,High School/GED/Some College,0,9/6/2016,4/20/2018,7/11/2018,82.41,591.00,Pass,2018-3,2018
568,2.86,1,73.3,High School/GED/Some College,0,9/6/2016,12/15/2017,7/9/2018,206.00,465.00,Pass,2018-3,2018
569,3.5,1,74.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/6/2018,81.57,465.00,Pass,2018-1,2018
570,2.91,1,74.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/9/2018,77.00,592.00,Fail,2018-4,2018
571,3.47,1,71.3,High School/GED/Some College,0,9/6/2016,12/15/2017,5/3/2018,139.33,465.00,Pass,2018-2,2018
572,2.83,2,68.7,High School/GED/Some College,1,1/9/2017,8/24/2018,6/18/2019,298.00,592.00,Fail,2019-2,2019
573,3.41,1,83.3,High School/GED/Some College,0,9/6/2016,12/15/2017,3/19/2018,94.55,465.00,Pass,2018-1,2018
574,3.91,,,Bachelors,0,9/6/2016,12/15/2017,2/1/2018,48.33,465.00,Pass,2018-1,2018
575,3.19,1,72.7,High School/GED/Some College,1,5/14/2018,12/21/2019,5/11/2020,142.00,586.00,Pass,2020-2,2020
576,3.64,1,86.7,High School/GED/Some College,0,9/6/2016,12/15/2017,1/26/2018,42.52,465.00,Pass,2018-1,2018
577,3.16,1,68.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/23/2018,98.54,465.00,Pass,2018-1,2018
578,3.72,1,82.7,High School/GED/Some College,0,1/8/2018,4/19/2019,7/24/2019,96.00,466.00,Pass,2019-3,2019
579,3.07,,,High School/GED/Some College,0,5/15/2017,8/24/2018,9/20/2018,27.00,466.00,Pass,2018-3,2018
580,2.83,1,76,High School/GED/Some College,1,1/7/2019,8/29/2020,11/24/2020,87.00,600.00,Pass,2020-4,2020
581,3.1,1,85.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/17/2018,64.33,465.00,Pass,2018-1,2018
582,3.74,1,86,Bachelors,0,9/6/2016,12/15/2017,4/12/2018,118.35,465.00,Pass,2018-2,2018
583,3.42,,,Bachelors,0,1/9/2017,4/20/2018,7/2/2018,73.00,466.00,Pass,2018-3,2018
584,2.88,1,87.3,High School/GED/Some College,0,9/6/2016,8/24/2018,10/19/2018,56.50,717.00,Fail,2018-4,2018
585,2.91,1,72,High School/GED/Some College,0,9/6/2016,4/20/2018,6/27/2018,68.55,591.00,Fail,2018-2,2018
586,2.93,1,70.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/13/2018,84.33,466.00,Pass,2018-3,2018
587,2.84,1,71.3,High School/GED/Some College,1,9/6/2016,4/20/2018,10/23/2018,186.00,591.00,Pass,2018-4,2018
588,3.05,,,High School/GED/Some College,0,1/9/2017,4/20/2018,6/18/2018,59.47,466.00,Fail,2018-2,2018
589,3.45,1,76,High School/GED/Some College,0,1/9/2017,4/20/2018,7/21/2018,92.00,466.00,Pass,2018-3,2018
590,3.28,2,76,High School/GED/Some College,0,5/15/2017,8/24/2018,11/27/2018,95.00,466.00,Pass,2018-4,2018
591,3.58,1,79.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
592,3.29,1,70.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/6/2018,81.33,465.00,Pass,2018-1,2018
593,3.43,1,84,High School/GED/Some College,0,9/6/2016,12/15/2017,2/2/2018,49.33,465.00,Fail,2018-1,2018
594,2.67,2,67.3,High School/GED/Some College,1,1/9/2017,8/24/2018,3/18/2019,206.33,592.00,Pass,2019-1,2019
595,2.93,1,69.3,High School/GED/Some College,0,5/15/2017,12/21/2018,9/20/2019,273.00,585.00,Pass,2019-3,2019
596,3.03,1,79.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/21/2018,68.34,465.00,Pass,2018-1,2018
597,3.79,1,77.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/8/2018,49.34,466.00,Pass,2018-2,2018
598,3.22,1,71.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/21/2018,62.59,466.00,Pass,2018-2,2018
599,3.91,1,80,High School/GED/Some College,0,1/9/2017,4/20/2018,5/29/2018,39.57,466.00,Pass,2018-2,2018
600,3.53,,,High School/GED/Some College,0,5/15/2017,8/24/2018,10/3/2018,40.00,466.00,Pass,2018-4,2018
601,3.57,1,79.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/23/2018,64.32,466.00,Pass,2018-2,2018
602,3.26,2,69.3,High School/GED/Some College,0,1/9/2017,8/24/2018,12/20/2018,118.00,592.00,Fail,2018-4,2018
603,3.16,1,95.3,High School/GED/Some College,1,5/15/2017,12/21/2018,3/18/2019,87.32,585.00,Pass,2019-1,2019
604,3.09,,,High School/GED/Some College,0,5/15/2017,12/21/2018,2/12/2019,53.09,585.00,Fail,2019-1,2019
605,3.09,1,76,High School/GED/Some College,0,1/9/2017,4/20/2018,8/7/2018,109.00,466.00,Fail,2018-3,2018
606,3.36,1,75.3,High School/GED/Some College,0,1/9/2017,4/20/2018,7/12/2018,83.58,466.00,Pass,2018-3,2018
607,2.84,2,68,High School/GED/Some College,1,1/9/2017,4/20/2018,12/17/2018,241.00,466.00,Pass,2018-4,2018
608,3.28,1,78,High School/GED/Some College,0,9/6/2016,12/15/2017,3/31/2018,106.34,465.00,Pass,2018-1,2018
609,3.43,1,74,High School/GED/Some College,0,1/9/2017,8/24/2018,10/9/2018,46.00,592.00,Pass,2018-4,2018
610,2.71,2,70.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.00,591.00,Fail,2019-2,2019
611,3.47,1,76,Bachelors,0,9/5/2017,12/21/2018,2/6/2019,47.33,472.00,Pass,2019-1,2019
612,2.86,2,66.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/23/2019,64.41,472.00,Pass,2019-1,2019
613,2.67,1,68,High School/GED/Some College,0,1/9/2017,8/24/2018,10/20/2018,57.00,592.00,Pass,2018-4,2018
614,3.21,1,75.3,High School/GED/Some College,0,1/9/2017,12/21/2018,4/25/2019,125.00,711.00,Pass,2019-2,2019
615,3.52,1,76,High School/GED/Some College,0,1/9/2017,8/24/2018,4/2/2019,221.00,592.00,Fail,2019-2,2019
616,3.69,1,70.7,High School/GED/Some College,0,1/9/2017,8/24/2018,10/9/2018,46.00,592.00,Pass,2018-4,2018
617,3.4,1,78,High School/GED/Some College,0,1/9/2017,4/20/2018,5/30/2018,40.34,466.00,Pass,2018-2,2018
618,2.79,2,82.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/2/2018,73.00,466.00,Pass,2018-3,2018
619,3.47,1,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,7/10/2019,82.00,466.00,Fail,2019-3,2019
620,3.45,1,71.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/29/2018,70.65,466.00,Pass,2018-2,2018
621,3.45,1,80,High School/GED/Some College,0,1/9/2017,4/20/2018,6/12/2018,53.32,466.00,Pass,2018-2,2018
622,3.31,1,76.7,High School/GED/Some College,0,1/7/2019,4/25/2020,7/11/2020,77.00,474.00,Pass,2020-3,2020
623,3.88,1,87.3,Bachelors,0,1/9/2017,4/20/2018,6/11/2018,52.57,466.00,Pass,2018-2,2018
624,3.36,,,Bachelors,0,1/9/2017,4/20/2018,6/12/2018,53.34,466.00,Pass,2018-2,2018
625,3.14,2,77.3,High School/GED/Some College,0,1/9/2017,4/20/2018,6/26/2018,67.48,466.00,Fail,2018-2,2018
626,3.91,1,73.3,High School/GED/Some College,0,1/9/2017,8/24/2018,10/23/2018,60.00,592.00,Pass,2018-4,2018
627,3.48,1,70,High School/GED/Some College,0,1/9/2017,4/20/2018,6/18/2018,59.57,466.00,Pass,2018-2,2018
628,3.86,1,82.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/10/2019,52.34,591.00,Pass,2019-2,2019
629,3.4,1,86.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/29/2018,97.00,592.00,Fail,2018-4,2018
630,3.33,1,78.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/18/2018,59.33,466.00,Pass,2018-2,2018
631,3.34,4,70.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/12/2018,80.00,592.00,Pass,2018-4,2018
632,3,1,67.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/5/2019,46.32,472.00,Pass,2019-1,2019
633,3.83,1,76.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/25/2018,96.00,466.00,Pass,2018-3,2018
634,2.88,2,72.7,High School/GED/Some College,1,1/9/2017,8/24/2018,3/8/2019,196.34,592.00,Pass,2019-1,2019
635,3.1,,,High School/GED/Some College,0,1/9/2017,4/20/2018,6/26/2018,67.57,466.00,Pass,2018-2,2018
636,2.31,3,67.3,High School/GED/Some College,1,1/9/2017,4/19/2019,9/24/2019,158.00,830.00,Fail,2019-3,2019
637,3,2,76,High School/GED/Some College,0,9/5/2017,12/21/2018,2/18/2019,59.07,472.00,Pass,2019-1,2019
638,3.67,2,74,High School/GED/Some College,0,5/15/2017,8/24/2018,10/15/2018,52.00,466.00,Pass,2018-4,2018
639,4,1,76.7,High School/GED/Some College,0,1/9/2017,8/24/2018,10/1/2018,38.33,592.00,Pass,2018-4,2018
640,3.95,2,80,High School/GED/Some College,0,9/5/2017,4/19/2019,7/12/2019,84.00,591.00,Pass,2019-3,2019
641,3.47,2,78,High School/GED/Some College,0,1/9/2017,8/24/2018,11/19/2018,87.00,592.00,Pass,2018-4,2018
642,2.91,1,80,High School/GED/Some College,0,1/9/2017,8/24/2018,12/17/2018,115.33,592.00,Fail,2018-4,2018
643,3.4,3,68,High School/GED/Some College,0,1/9/2017,4/20/2018,6/28/2018,69.33,466.00,Pass,2018-2,2018
644,3.07,1,70,High School/GED/Some College,0,1/9/2017,12/21/2018,2/26/2019,67.07,711.00,Pass,2019-1,2019
645,3.69,1,90,High School/GED/Some College,0,5/15/2017,8/24/2018,10/17/2018,54.00,466.00,Pass,2018-4,2018
646,3.05,1,76,High School/GED/Some College,0,9/5/2017,12/21/2018,4/9/2019,109.00,472.00,Pass,2019-2,2019
647,2.55,3,72.7,High School/GED/Some College,0,5/15/2017,8/17/2019,11/8/2019,83.00,824.00,Fail,2019-4,2019
648,2.55,1,76.7,High School/GED/Some College,0,9/5/2017,12/21/2018,3/5/2019,74.51,472.00,Pass,2019-1,2019
649,3.45,,,Bachelors,0,9/5/2017,4/19/2019,8/9/2019,112.00,591.00,Pass,2019-3,2019
650,3.74,1,92,High School/GED/Some College,0,1/9/2017,8/24/2018,9/14/2018,21.32,592.00,Pass,2018-3,2018
651,2.78,1,68.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/30/2018,71.63,466.00,Fail,2018-2,2018
652,3.6,1,84.7,High School/GED/Some College,0,5/15/2017,8/24/2018,11/27/2018,95.00,466.00,Pass,2018-4,2018
653,3.45,,,Bachelors,0,1/9/2017,8/24/2018,10/19/2018,56.00,592.00,Pass,2018-4,2018
654,3.88,1,88.7,High School/GED/Some College,0,1/9/2017,8/24/2018,10/16/2018,53.00,592.00,Pass,2018-4,2018
655,3.22,1,86.7,High School/GED/Some College,0,1/9/2017,4/20/2018,7/23/2018,94.00,466.00,Pass,2018-3,2018
656,2.95,1,73.3,High School/GED/Some College,0,9/5/2017,4/19/2019,7/26/2019,98.00,591.00,Fail,2019-3,2019
657,2.59,2,72.7,High School/GED/Some College,1,1/9/2017,8/24/2018,3/27/2019,215.47,592.00,Fail,2019-1,2019
658,3.65,1,78,High School/GED/Some College,0,5/15/2017,8/24/2018,10/9/2018,46.00,466.00,Pass,2018-4,2018
659,3.57,1,80,High School/GED/Some College,0,1/9/2017,4/20/2018,7/11/2018,82.00,466.00,Pass,2018-3,2018
660,3.97,1,94.7,High School/GED/Some College,0,1/9/2017,4/20/2018,6/30/2018,71.62,466.00,Pass,2018-2,2018
